GeneID	GSM1206234	GSM1206235	GSM1206236	GSM1206237	GSM1206238	GSM1206239	GSM1206240	GSM1206241	GSM1206242	GSM1206243
1359	1	2	1	3	0	1	3	1	0	0
107986045	0	0	0	0	0	0	1	0	0	0
2992	3815	3181	3146	3449	2214	3511	4758	2804	2516	1882
6596	8573	4698	6851	4581	5093	5089	10109	3992	6495	2971
100873945	37	55	49	48	42	57	40	32	69	35
84343	6295	1470	4959	1505	3554	1699	7145	1256	4576	953
1356	8111	2170	6635	2196	4463	2340	9522	1817	6088	1338
101927942	97	0	70	0	49	0	127	0	50	0
107986140	5	0	6	0	5	0	10	0	4	0
116441	75	596	60	667	47	674	111	503	68	363
4071	28756	2160	24003	2166	16487	2220	35255	1783	18846	1219
100874091	139	1	87	3	78	3	141	2	75	1
105374151	13	0	7	0	9	0	15	0	7	0
7104	11	0	7	0	8	0	11	0	2	0
25937	6476	2132	5271	2107	3811	2343	7621	1822	5154	1336
100128025	23	7	18	3	30	1	33	5	25	6
51122	3239	2093	2560	2182	1888	2346	3777	1893	2295	1358
389161	0	7	1	4	0	1	2	3	2	4
11342	3184	6957	2618	6889	1902	7475	3865	6053	2299	4209
105374152	83	130	73	149	62	166	86	140	83	89
5217	10417	32750	8495	33526	6114	34371	12447	28101	7351	19180
646903	111	120	68	170	57	100	102	127	95	91
653659	1699	1253	1414	1243	923	1195	2048	1024	1012	637
105374153	19	2	12	0	7	0	17	0	5	1
107986046	1	7	1	18	2	16	3	7	0	4
105374313	1	0	1	0	0	0	4	1	1	0
101927992	13	0	11	0	3	0	7	1	3	1
101928022	2	0	4	1	3	1	6	1	7	1
105374154	0	0	2	0	0	0	2	1	1	0
107986141	9	4	9	6	1	7	7	8	3	5
107986142	9	10	2	17	5	18	3	12	6	7
9819	3235	3774	2767	3834	1854	4280	3840	3373	3176	2825
27230	13397	5926	10880	5968	7849	6173	16000	4920	10878	4100
83939	10702	5859	8519	6111	6117	6451	12914	5169	7272	3586
51714	6936	9121	5530	9393	3985	9818	8211	7890	5086	5871
131831	15	16	14	21	11	17	29	12	12	14
101928085	67	48	45	59	16	53	61	39	23	29
101928105	18	5	12	6	7	2	19	6	7	2
6478	3963	1876	3598	1915	2252	2031	4921	1624	2794	1151
105374155	8	3	13	10	13	4	13	4	10	1
646951	13	22	8	32	8	38	15	21	12	15
7401	3	0	2	0	0	3	0	0	0	0
116933	6	7	6	9	0	10	6	6	7	3
116931	806	1507	702	1520	505	1587	895	1254	723	953
29909	8	4	5	15	6	2	10	8	6	7
9934	16	204	18	214	18	215	11	176	5	111
53836	76	6	58	2	34	7	66	5	39	1
53829	2	196	3	213	4	253	4	169	1	126
64805	4	801	3	785	6	833	7	662	4	512
285313	2623	554	2311	564	1631	606	3015	498	2215	367
100847036	0	0	0	0	0	0	0	0	0	0
105374157	0	0	1	0	1	0	1	1	2	1
105374158	4	0	3	1	3	0	2	2	1	0
344752	1	1	0	0	0	0	0	0	2	0
101928142	1	0	0	0	0	0	1	0	0	0
201651	5	3	5	3	1	2	6	5	7	3
105374160	1	2	2	2	0	0	1	1	2	1
13	12	0	8	1	5	1	10	0	7	1
56670	37	15	34	17	31	9	47	11	38	11
105374159	0	0	0	0	0	0	0	0	0	0
107986047	0	0	0	0	0	0	0	0	0	0
101928166	0	0	0	0	0	0	0	0	0	0
4154	11123	8030	8733	8153	6440	8459	12603	6664	8480	4970
401093	319	425	297	387	199	438	389	352	273	238
105374162	221	53	165	61	146	71	244	67	78	16
645843	22	10	13	12	7	6	15	5	2	1
105374163	0	0	1	0	0	1	0	1	0	0
102724289	1	173	1	215	0	220	0	183	0	126
5028	663	612	523	576	340	671	817	562	506	411
5912	4737	1249	4015	1229	2869	1306	5622	1093	3982	830
105374164	9	3	10	3	6	2	13	3	8	1
105374166	4	1	1	7	0	4	4	3	1	1
105374165	1	20	1	19	0	17	0	17	0	6
107986147	0	0	2	1	0	0	1	0	0	0
152118	1	1	1	1	1	1	0	1	0	0
100507524	10	786	14	769	8	866	12	702	13	492
26084	750	1727	631	1738	404	1863	847	1487	545	1026
105374167	31	37	27	32	25	43	44	35	25	20
170506	7155	4460	5488	4521	4138	4837	8282	3813	5086	2803
344758	2	108	0	93	0	108	0	85	0	72
105374170	0	0	0	0	0	0	0	0	0	0
105374171	0	0	0	0	0	0	0	0	0	0
4311	2871	249	2339	262	1605	287	3175	240	2038	159
101928190	0	0	1	0	0	0	0	0	0	0
100507537	1	2	0	21	0	14	3	14	0	8
105374172	0	0	0	1	0	0	1	0	0	0
23007	774	2071	682	2114	439	2163	783	1751	542	1169
100874036	4	0	3	2	3	3	10	1	4	2
285315	657	633	489	628	378	673	794	581	413	402
9197	4274	2861	3674	2955	2583	3230	5320	2578	2825	1531
105374174	25	24	27	18	13	18	20	16	7	7
8833	13216	6110	10764	6233	7720	6573	15728	5214	9505	3786
7881	7067	8295	5447	8699	4158	9006	8557	7360	3835	4834
100874083	2	0	0	5	0	0	1	0	0	0
100874084	0	2	0	1	0	0	0	0	0	0
6747	17350	4811	13755	4723	10088	5217	20802	4153	9956	2411
100287227	73	49	86	38	30	33	89	30	92	31
25976	3126	2126	2548	2214	1783	2346	3589	1922	2238	1369
107986148	30	12	23	15	18	18	45	17	30	4
730091	158	122	144	118	103	145	224	92	114	56
647033	431	130	403	108	307	128	580	102	300	75
389170	58	53	62	61	34	61	59	45	52	20
339894	22	19	19	19	11	14	26	17	15	10
105374177	13	16	11	14	9	11	18	11	16	7
100498859	43	13	37	7	35	13	48	8	31	5
57018	9445	4520	7511	4586	5182	4755	11000	3789	6952	2894
101928236	148	144	145	147	77	216	166	137	109	81
105374179	34	15	39	19	30	15	46	14	31	8
79674	1176	126	913	105	675	114	1382	84	830	75
5806	3595	98	2922	80	2010	96	4323	87	2498	67
152078	17	19	22	21	8	25	29	28	13	24
6474	741	24	614	27	436	28	836	28	605	35
51319	2633	2216	2093	2260	1564	2427	3299	1930	1938	1350
110599565	3	0	2	4	1	1	0	3	2	1
100996447	218	216	175	224	139	257	290	195	156	142
4291	1072	1093	888	1154	611	1146	1269	958	738	693
85476	6127	5000	4805	4804	3539	5298	6936	4247	4324	3003
56925	1233	194	1082	230	779	248	1547	175	954	134
5918	104	104	107	133	65	114	161	91	93	77
112268457	23	15	20	18	8	16	23	12	12	3
100287290	244	1161	195	1176	105	1281	266	1015	142	708
64747	4134	1582	3320	1584	2398	1707	4830	1395	3014	1039
105374181	15	99	13	89	6	105	16	85	24	49
100505385	269	5106	223	5235	146	5497	288	4434	202	3181
654502	0	33	1	38	0	27	2	25	0	10
29970	269	5265	222	5401	147	5666	288	4561	207	3380
100500803	0	1	0	0	0	2	0	1	0	2
100874433	2	12	1	8	0	8	4	17	3	4
101928351	5	40	8	28	6	40	8	41	4	17
101928376	6	76	4	67	3	82	5	50	2	47
3592	50	50	35	63	21	73	49	50	31	62
730109	0	3	0	1	0	0	1	1	0	0
105374314	2	4	1	2	0	6	1	7	1	5
107986149	2	2	0	0	2	1	1	0	0	0
401097	130	1198	95	1108	109	1232	155	1013	119	962
100174949	1706	2474	1454	2526	1048	2639	2071	2160	1309	1510
57560	1464	1972	1217	2021	898	2118	1772	1721	1101	1237
10051	16258	776	12489	743	9458	842	18630	638	12901	507
406949	1	0	0	0	0	0	1	0	0	0
406951	0	0	0	0	0	0	1	0	0	0
286827	1564	772	1415	807	895	861	1996	699	1204	467
3840	9091	7001	7006	7155	5007	7533	10477	5943	6497	4427
677767	14	26	19	13	19	22	27	21	2	8
80117	15	0	10	0	10	0	17	0	7	0
151742	1047	10368	944	10303	646	11207	1341	8525	927	6493
8706	1199	3981	952	4067	722	4194	1487	3511	942	2422
105374186	4	13	2	8	2	7	3	4	1	4
51068	8442	2811	6817	2843	4982	3041	10094	2417	5947	1693
105374187	151	389	88	373	75	422	148	340	98	245
112268450	87	59	73	69	59	57	95	50	43	31
165679	10958	2033	8540	2022	6430	2239	12981	1734	7926	1396
107986150	2	0	2	0	2	0	2	0	3	0
101243545	6284	1491	5907	1557	4099	1522	8433	1298	4003	764
131149	2	5	1	5	3	13	1	10	1	7
107986048	0	0	1	0	1	0	2	0	2	0
107986049	5	4	2	4	3	2	8	3	2	2
647107	15	0	11	0	17	0	8	0	14	0
105374188	0	0	0	0	0	0	0	0	0	0
102724419	0	0	0	0	0	0	1	0	2	0
100302148	0	0	0	0	0	0	0	0	0	0
105374189	0	0	0	0	0	0	0	0	0	0
105374190	2	0	1	0	0	0	0	0	1	0
105374191	16	1	11	2	8	1	18	2	8	3
107986151	0	0	1	0	0	0	0	0	0	0
104355289	2	1	1	0	1	1	1	2	0	0
107986050	0	0	0	0	0	0	0	0	0	0
6476	0	6	0	0	0	2	1	0	0	0
105374192	0	0	0	1	0	0	0	0	0	0
101928405	0	2	0	0	0	3	0	0	0	0
22865	14	2560	8	2699	6	2661	4	2038	7	1337
103695433	60	70	42	97	27	85	58	86	34	73
590	2442	550	1933	555	1412	638	2978	499	1706	299
105374194	17	0	9	0	4	0	14	0	10	0
105374193	80	0	47	0	43	0	72	0	50	1
105374195	29	0	14	1	13	3	32	0	13	0
105374196	66	1	51	1	42	1	87	2	49	0
79740	7	314	11	367	9	342	21	335	9	193
104310350	0	1	0	0	0	0	0	0	0	0
5276	0	62	3	79	2	83	2	55	3	47
105374197	1	13	2	7	0	12	1	9	0	7
151790	12	159	9	149	8	143	7	124	5	74
11235	4078	2700	3231	2728	2216	3018	4906	2463	2736	1598
5274	501	16017	383	16281	313	17587	602	13890	332	9553
646168	0	1	0	10	0	2	0	4	0	0
107986152	569	366	404	340	318	376	733	341	359	248
27333	4312	3756	3618	3729	2512	3838	4911	3134	3512	2387
93556	57	37	54	47	22	37	58	39	42	15
693136	0	0	0	0	0	0	0	0	0	0
105374200	0	0	1	0	1	0	1	0	1	0
100507661	14	32	10	25	6	12	17	24	7	10
105374201	0	0	0	0	0	2	0	0	0	0
107986051	0	0	0	0	0	0	1	0	0	0
2122	482	587	422	543	263	586	526	469	323	305
105374206	0	0	0	0	1	0	0	0	0	0
105374205	0	0	0	1	1	0	1	1	4	1
7012	1	2	7	7	6	3	0	3	7	5
84517	64	94	54	95	40	87	93	95	61	41
100189318	0	0	0	0	0	1	1	0	0	0
55892	1928	1543	1488	1718	1112	1626	2152	1373	1406	994
151827	428	707	336	703	260	860	572	630	319	458
344657	3	9	7	14	3	6	14	10	5	7
79782	3	14	5	12	0	16	3	8	1	9
344658	0	2	1	2	0	1	2	3	0	1
100128164	14	58	7	74	7	72	22	32	10	22
7095	8713	17877	6831	17772	4984	19149	9981	15452	6663	12902
26996	1285	88	940	77	780	83	1571	67	1107	71
80012	5760	6640	4629	6602	3427	7349	6709	5770	3856	3509
105374209	22	5	19	9	10	11	29	10	8	0
5584	5171	3326	4157	3345	2877	3575	5930	2898	3995	2209
6498	4160	2226	3194	2358	2270	2548	4585	1979	3085	1536
5010	200	15439	187	16064	152	16597	241	13747	182	9619
102465497	0	3	0	5	0	2	0	1	0	1
57709	73	8937	67	9112	45	9072	91	7533	50	4779
101928583	10	384	5	391	5	398	7	301	5	221
105374211	0	8	2	3	0	9	0	7	0	1
200916	5916	519	4473	493	3545	606	7438	451	3663	329
56648	1022	1971	759	1999	547	2188	1165	1676	701	1260
6514	393	1	308	4	211	2	392	2	270	1
23043	1744	5780	1408	5958	964	6098	1935	4817	1200	3376
105374216	18	111	18	115	8	98	13	91	12	59
693154	0	2	0	0	0	2	1	0	0	1
102724479	60	51	40	48	37	60	79	60	39	38
5337	2020	2012	1762	2037	1151	2062	2448	1682	1525	1182
389177	0	5	0	0	0	1	0	1	0	3
100874219	0	2	0	2	0	3	0	1	0	1
105374218	0	2	0	4	0	9	0	4	0	3
105374217	0	2	0	1	0	1	0	5	1	3
64778	7407	895	6096	872	4151	870	8278	688	5710	515
107986153	153	13	110	13	81	16	171	17	72	8
2693	2	0	0	0	1	0	0	2	0	0
8743	677	387	547	465	383	442	736	391	473	267
105374219	2	0	1	0	2	0	2	0	1	0
57552	3602	6623	2973	6765	2077	6854	4312	5760	2802	4125
1894	8987	1037	6916	920	4905	1059	10060	774	6448	572
107986052	0	0	0	0	0	0	0	0	1	0
83893	3	0	0	0	1	0	0	0	0	0
105374221	0	0	0	0	0	0	0	0	0	0
105374220	0	0	0	0	0	0	0	0	0	0
105374224	1	0	1	0	0	0	0	0	0	0
22871	861	3160	705	3181	522	3508	939	2595	740	2081
105374225	1	4	1	0	0	7	0	2	0	1
100874010	7	8	2	15	3	13	16	7	2	0
105374226	0	1	1	0	1	0	0	2	0	0
254827	206	266	173	246	131	262	252	207	156	160
107986027	1	3	1	4	2	7	1	10	2	2
100862679	0	0	0	0	0	0	0	0	0	0
100874244	1	0	2	0	5	0	4	0	5	0
100616395	0	0	0	0	0	0	0	0	0	0
100874245	0	0	0	0	0	0	0	0	0	0
102465858	0	0	0	0	0	0	0	0	0	0
105374230	0	1	0	1	0	5	0	1	0	0
100505547	0	8	0	10	0	12	0	12	0	9
105374229	0	0	0	0	0	0	1	0	0	0
101928684	1	0	0	0	1	1	0	0	2	0
79718	10337	9536	8197	9725	6224	10342	11799	8422	7706	5956
107986053	4	1	0	5	0	0	0	3	0	0
100820709	0	10	3	5	2	12	4	8	1	5
100505566	0	8	0	12	0	4	2	3	1	8
101928711	2	3	0	7	0	1	0	7	0	0
102724550	8	2	7	8	3	2	13	3	6	1
107986154	0	9	0	16	0	13	0	6	0	6
105374234	0	0	0	0	0	0	0	0	1	0
107986155	0	7	0	5	0	9	0	7	0	2
107986156	0	0	0	1	0	2	0	0	0	0
105374235	0	73	2	70	0	58	0	54	1	48
100874330	1	0	3	0	2	0	5	1	4	1
104797538	142	17	125	11	98	15	177	23	107	12
10242	80	292	68	332	64	319	123	253	66	200
64393	2833	7805	2196	7674	1656	8045	3307	6696	2195	4954
101928739	0	0	0	2	0	2	0	1	0	0
5290	3122	4543	2400	4531	1799	4763	3361	3646	2331	2786
27094	381	191	301	196	233	193	397	141	226	96
51193	3344	2228	2590	2075	1794	2266	3894	1891	2116	1198
55669	4370	2816	3517	2872	2519	2982	5161	2457	3157	1638
59345	6634	2328	5209	2396	3781	2568	7729	2023	4316	1338
107986157	3	1	2	1	1	0	1	0	0	0
86	6575	733	5440	762	3865	765	8014	637	4626	456
57129	3477	1492	2620	1371	1973	1597	4255	1226	2229	857
4711	6176	6857	4925	6999	3865	7801	7631	6132	4330	3889
107986158	24	10	20	2	17	7	26	3	7	1
8975	4340	1905	3488	2002	2411	2079	4830	1763	2902	1149
51555	1028	13523	791	13605	587	14301	1123	11114	784	7762
101928790	24	112	17	122	18	103	27	88	10	57
100505609	2	0	0	0	0	0	0	0	0	0
101928856	9	5	8	16	3	9	7	13	4	5
151613	4908	4119	3906	4020	2720	4323	5681	3313	3810	2524
339829	832	636	620	664	411	820	802	585	603	439
101928882	229	9	195	4	174	2	259	4	196	4
105374240	38	6	29	4	26	2	43	3	29	3
8087	16394	7738	13455	8118	9810	8385	20060	6913	11346	4850
131118	1906	1571	1624	1584	1167	1830	2440	1440	1449	1086
347689	224	18597	180	19148	119	19858	245	16630	156	11261
102724604	0	111	0	126	0	134	1	109	1	60
6657	2557	3366	2213	3177	1680	3553	3117	2903	2494	2653
100996490	2	3	3	2	5	7	6	4	4	4
105374242	0	0	0	0	0	0	0	0	0	0
105374243	0	0	0	0	0	0	1	0	2	0
401103	0	2	0	1	0	2	0	1	0	0
105374244	0	2	0	4	0	0	0	0	0	2
102724617	0	0	0	0	0	0	0	0	1	1
107986054	0	0	0	1	0	0	0	0	0	0
105374245	2	2	7	7	4	4	7	7	5	3
23200	6335	4110	5062	4067	3629	4497	7205	3358	4913	2526
54165	3674	3412	2773	3462	2024	3841	4243	3044	2676	2308
105374246	6	10	12	17	4	10	9	19	3	9
56922	2553	2528	2361	2591	1545	2717	3224	2233	1751	1361
105374247	4	3	2	6	0	5	1	5	0	1
27074	253	11	196	6	125	11	288	3	152	7
23101	461	7391	370	7597	275	7675	494	6384	322	4458
84002	737	286	549	300	394	318	859	241	575	149
107986160	108	421	88	464	79	452	122	380	55	200
107986161	10	8	9	6	7	5	24	12	4	4
100505687	565	1277	507	1243	355	1423	890	1109	456	757
109616971	1	5	3	9	0	6	2	7	1	2
109617007	17	34	14	24	12	28	24	12	13	6
89857	1203	115	1043	131	692	138	1461	106	867	45
100874019	1	0	1	3	1	2	2	1	0	0
105374248	0	0	1	0	0	1	0	0	1	0
107986162	26	43	22	43	11	49	24	45	57	41
54800	3294	5508	2622	5378	1782	5920	3826	4671	2455	3267
55689	7742	5736	7252	6028	4578	5928	9265	4955	5701	3083
100874113	297	323	294	368	191	349	387	277	188	173
79929	592	6295	507	6862	357	6904	697	5564	468	4071
55486	3704	2038	3053	2061	2097	2119	4417	1746	2435	1154
100616127	0	0	0	1	1	2	0	0	0	0
10057	4280	10860	3830	11902	2529	11757	5034	9573	3100	6102
100873982	8	9	10	2	7	7	13	4	3	6
200909	0	1	0	0	0	1	0	0	1	0
170572	4	0	3	0	0	0	9	0	1	0
105374249	96	48	85	59	74	73	141	46	79	26
106478970	1	2	1	2	0	0	0	0	0	0
285242	3	4	0	3	1	3	4	2	1	0
8893	5643	4692	5165	5109	3222	4924	6906	4076	3681	2571
1857	8574	5925	8387	6246	5629	6097	10267	5196	7416	3706
1173	30780	43990	30512	47358	19985	46219	39561	38525	20611	21495
55324	4067	5632	4204	6328	2671	5992	5212	5161	2878	2649
90113	36	3180	30	3303	21	3270	30	2792	37	2720
100187716	0	2	1	3	0	7	2	5	2	7
10195	4738	1007	5175	1081	3219	953	6025	860	3756	478
110599564	606	35	692	40	456	35	845	26	427	8
110599583	190	1530	242	1717	155	1632	280	1311	168	797
94032	281	3437	281	3639	212	3681	383	3001	284	2510
9718	4	1533	2	1713	3	1647	4	1322	1	837
5708	24181	13414	22083	14467	14663	14067	29359	11791	16789	7422
1981	38260	15737	38392	17069	25361	16588	44851	13858	30986	8689
692107	5	1	3	2	1	1	7	1	1	1
131408	722	6731	839	6967	554	6851	915	5903	882	4475
1181	938	1450	1005	1650	674	1546	1077	1341	784	760
5437	4794	1641	4649	1736	3127	1742	6415	1486	3462	952
7066	139	326	166	308	96	320	231	249	147	143
8646	449	6959	493	7550	302	7262	508	6160	595	5005
105374250	0	153	2	154	1	148	1	113	1	66
105374251	1	5	0	7	0	1	0	8	0	5
100874079	0	7	0	3	0	12	0	8	0	3
2049	576	1291	544	1387	416	1363	662	1226	544	692
64110	2934	3341	2602	3508	1792	3433	3572	2868	2452	2263
107986163	85	134	71	123	47	131	92	101	49	73
101928992	1	2	3	5	2	2	3	0	0	0
105374253	5	15	7	14	13	13	2	10	5	7
23355	2910	4692	2489	5014	1599	4969	3256	4055	2197	2787
285382	208	3016	214	3090	160	3209	285	2703	168	1774
339926	81	21	59	29	45	27	95	22	56	15
1962	1218	397	994	398	721	382	1476	325	874	223
100847054	0	0	0	0	0	0	0	0	0	0
9175	1967	3157	1683	3198	1081	3275	2351	2789	1409	1855
101929018	106	37	77	38	77	39	118	40	71	24
90407	2491	1230	2099	1342	1466	1295	2998	1135	1701	746
105374254	32	28	28	30	18	26	35	32	18	17
200879	175	61	140	71	94	77	198	56	103	47
107986055	0	0	1	0	0	0	1	0	0	0
59343	4554	5216	3658	5367	2619	5483	5397	4510	3275	3250
10644	7088	383	6161	392	4216	393	8033	294	5501	219
646600	16	3	15	1	12	4	30	2	3	0
100847078	4	0	5	1	0	0	2	0	1	0
6434	15582	5498	13016	5646	9276	5828	18769	4777	10713	3324
344887	199	2	139	5	113	1	247	1	104	1
2119	7330	4089	6448	4267	4238	4217	8764	3417	5185	2263
105374257	38	96	42	82	18	115	36	85	31	54
1608	315	6928	308	7352	193	7119	398	5733	208	3694
107986164	0	0	0	0	1	0	0	0	0	0
253573	0	1	1	0	0	1	1	1	0	0
107986165	1	6	4	10	0	9	3	4	0	1
1427	112	192	114	242	75	202	141	172	82	107
55171	1208	775	999	742	732	786	1407	615	792	432
51726	6537	1709	5505	1680	3953	1845	8146	1426	4626	1071
197	61567	31	64097	31	41162	26	80097	20	46488	17
26998	31	13	22	19	29	18	50	13	27	7
105374258	13	0	13	5	8	2	16	2	7	2
3273	3	3	6	5	6	4	3	4	5	5
3827	311	56	269	41	159	42	370	33	228	27
105374259	1	0	1	0	1	0	4	0	2	0
1974	36393	66113	29432	67202	20814	71265	44166	58113	24543	39013
619567	48	44	64	32	31	51	75	40	67	19
109617006	115	57	97	48	77	46	133	40	86	24
100302143	64	23	38	26	35	25	58	20	49	12
677847	112	51	65	42	58	40	110	33	88	21
6043	130	109	115	97	69	103	161	97	96	58
619568	115	76	97	69	85	83	140	67	101	57
5984	5452	789	4437	746	3204	874	6639	704	3545	484
102724699	47	117	65	146	41	160	65	120	59	76
9370	0	1	0	7	0	1	0	1	0	2
100874095	0	0	0	1	1	1	2	1	0	1
6480	7761	3368	7025	3511	4618	3464	9220	2938	5456	1870
116832	1234	245	952	216	685	214	1480	201	897	158
101929106	0	20	2	14	0	14	2	19	2	8
132112	3	117	3	119	0	127	2	116	1	57
5648	2118	958	1962	1116	1227	1077	2537	858	1419	539
105374260	4	5	6	9	5	6	6	4	4	1
101929130	40	46	31	40	28	46	43	38	31	27
64108	245	70	172	79	99	77	274	70	119	54
105374261	23	2	13	0	10	0	20	0	11	0
105374262	0	0	0	0	0	0	0	0	0	0
6750	1	1149	2	1174	0	1114	0	961	1	691
344892	2	1	0	2	0	0	1	0	0	1
100131635	0	4	1	11	1	16	0	8	1	4
604	1989	15753	2140	16629	1297	16415	2453	13405	1483	8182
105374263	9	0	11	0	7	0	17	0	9	0
105374264	20	0	31	0	19	0	33	0	22	0
105374265	0	0	0	0	0	0	0	0	0	0
105374266	0	0	0	0	0	0	3	0	0	0
107986166	22	0	16	2	16	2	21	4	17	1
339929	63	65	70	63	40	77	106	61	51	37
4026	7092	3195	5914	3135	4046	3278	7934	2608	5618	1958
401105	15	6	20	9	17	7	21	4	6	1
100873917	0	0	0	0	0	1	0	0	0	0
407020	0	0	0	1	0	0	0	0	0	0
100874043	8	8	6	9	1	5	4	3	6	4
107986168	1	3	1	3	0	2	2	3	1	0
107986167	18	4	17	2	8	4	18	1	14	0
285386	63	10	62	21	35	32	78	8	40	15
100874027	3	0	1	2	3	1	4	1	1	0
105374270	0	3	1	0	1	0	1	0	0	0
107986169	0	0	1	0	2	2	0	0	0	0
8626	14	22	12	17	11	15	36	18	20	12
100126340	0	0	0	0	0	0	0	0	0	0
55214	3044	205	2560	246	1743	258	3651	195	2120	123
101929152	7	30	11	18	10	23	13	33	7	16
107986170	19	5	8	7	5	6	12	2	8	3
9076	1313	111	1022	131	710	125	1498	93	1018	73
10686	9	29	8	40	4	42	8	34	6	29
131920	4	1	2	1	6	0	3	0	4	0
3556	2077	970	1670	1058	1133	1024	2408	758	1566	550
105374272	0	0	0	0	0	0	0	0	0	0
647309	3	42	1	43	3	38	6	36	3	22
100170222	0	0	0	0	0	0	0	0	0	0
107986171	1	3	1	3	2	3	0	2	0	3
344901	5	141	1	145	1	150	2	108	3	91
106480738	4	18	4	14	0	23	1	16	0	8
257313	18	21	15	9	8	24	8	20	5	12
152137	7483	4126	6147	4173	4122	4424	8537	3566	5159	2533
103344926	205	177	155	155	118	149	207	153	114	102
152138	0	0	0	0	1	0	2	0	0	0
105374275	0	0	2	0	0	0	1	0	0	0
105374276	5	0	5	0	3	0	3	0	3	0
105374277	0	0	1	0	2	0	4	0	0	0
2257	239	9149	202	9313	135	9724	300	7842	176	6046
100873986	0	3	0	5	1	2	0	8	1	0
100873987	3	5	0	3	3	5	3	7	0	5
107986028	7	21	0	27	1	41	4	26	0	9
107986056	7	0	8	0	5	2	5	0	1	1
151963	621	973	480	1013	335	1007	703	867	426	564
105374280	0	6	0	1	1	0	4	5	1	1
57110	92	206	91	227	58	231	158	149	79	124
84789	15	58	11	64	6	65	8	52	5	35
344905	8	74	4	102	2	116	9	64	4	63
100874218	2	29	2	24	1	22	0	23	2	7
84239	49	1810	47	1962	22	1935	71	1682	31	1062
101929198	4	47	3	42	1	41	1	32	2	23
4976	8344	10059	6392	9940	4869	10621	9324	8564	6242	6173
100873941	120	162	115	160	64	158	134	130	107	89
102724808	45	30	48	23	26	20	54	32	16	9
105374282	0	1	0	1	0	0	0	0	0	0
105374283	1	0	2	3	1	0	0	4	1	0
105374284	1	0	1	0	1	0	1	0	0	0
105374285	8	0	7	0	6	0	13	0	6	0
105374287	13	4	13	2	6	8	17	4	4	1
105374286	3	0	10	0	1	0	3	1	1	0
647323	6	0	4	1	6	0	8	0	2	0
100128023	0	2	1	0	0	0	1	0	1	0
285389	11	17	21	37	12	19	16	17	10	11
102724877	4	1	2	0	3	0	6	0	3	1
3280	2659	480	2480	531	1790	564	3340	481	3160	408
107986172	1	0	0	0	0	0	1	0	0	0
100505920	59	4	42	1	40	0	61	0	39	2
101929337	4	0	2	0	2	0	4	0	5	0
105374289	13	2	18	2	9	2	22	1	16	0
100131551	69	4	57	8	39	5	81	2	33	2
1370	585	0	616	2	405	0	753	0	481	1
131578	2652	6	2497	7	1699	18	3158	1	1895	4
2814	8	4	12	4	14	9	12	3	11	4
79572	11647	5505	8945	5469	6498	5919	12702	4586	8397	3373
401106	13	78	10	71	16	75	19	66	14	48
100507297	394	160	309	232	211	204	441	151	207	96
93109	1899	500	1871	558	1291	538	2333	425	1479	244
105374291	38	10	38	12	22	18	47	6	14	3
55341	4872	2131	4243	2223	2852	2237	6033	1849	3143	1151
131583	585	597	571	572	401	650	727	495	862	570
105374292	5	0	12	0	7	2	9	1	10	0
100507391	2	0	3	0	3	0	3	0	3	1
105374293	0	0	2	0	0	0	0	0	0	0
107986174	3	0	3	0	1	0	7	0	1	1
107986173	8	2	10	1	1	3	3	2	4	1
105374294	1	1	0	1	0	2	0	1	0	1
105374295	0	0	0	0	0	0	0	0	0	0
152002	2608	853	2389	900	1555	992	3146	818	1997	576
100874528	1	2	3	1	0	3	6	1	2	0
100422926	3	0	3	0	0	0	1	1	0	0
101410543	22	13	29	14	9	5	18	13	9	10
105374296	35	28	21	29	20	24	30	20	13	13
23527	5295	3521	4247	3622	2953	3944	5884	3071	4134	2282
5504	4726	4108	3750	4069	2755	4613	5745	3494	3657	2941
347	488	22292	456	23831	272	23061	568	19519	319	11771
107986029	5	25	6	20	2	25	7	22	7	10
105374298	1002	487	814	469	585	542	1140	422	585	257
105374297	108	97	120	116	57	105	142	76	84	47
727956	1179	1296	1271	1388	818	1352	1484	1119	835	560
440993	421	448	348	506	234	461	489	410	203	190
693155	189	116	179	110	135	124	289	102	139	67
200958	279	603	262	669	182	569	349	557	197	224
4585	390	169	449	169	205	195	476	137	322	109
105374299	0	0	1	3	0	0	4	0	1	0
101929697	0	2	0	3	0	4	1	1	2	1
107984010	2	5	1	3	1	7	1	3	0	4
10188	1849	11916	2323	11927	1689	11953	2449	10634	3164	9591
102465977	0	1	0	4	1	2	1	2	1	1
100128262	41	90	44	91	27	118	44	112	71	221
727978	290	239	239	235	151	209	329	206	173	101
255812	1587	1691	1654	1856	1121	1791	2023	1498	1275	856
105374301	117	132	103	127	64	120	152	88	71	70
7037	44409	6284	37284	6426	25869	6874	51548	5505	32249	3770
401109	66	0	61	0	36	0	73	0	47	0
105374303	0	2	0	0	0	1	0	0	1	0
131540	24	24	22	22	27	19	37	24	28	20
105374304	57	83	67	83	31	80	74	88	53	51
200931	326	89	336	93	208	87	435	67	225	42
5130	4323	3408	3864	3486	2534	3682	5103	2952	3139	1959
255758	454	484	333	409	249	461	518	372	340	337
100534611	446	198	399	190	265	195	528	169	310	132
107986031	143	41	116	48	58	34	146	42	71	20
100874214	308	20	277	26	181	27	381	21	180	7
